asset_id,account_id,asset_type,installation_date,asset_status,location,maintenance_cost,service_number
AST01479,ACC00779,SIP Trunk,13/04/2025,Ceased,Manchester,3.56,SIP3902451323
AST01480,ACC00569,PSTN Line,08/07/2024,Active,Bristol,5.1,PSTN1907180800
AST01481,ACC00496,FTTC Broadband,10/07/2024,Active,Manchester,9.16,FTTC4316960338
AST01482,ACC00335,Ethernet Circuit,21/03/2025,Active,London,38.0,ETH6803987169
AST01483,ACC00556,FTTP Broadband,08/11/2025,Active,Glasgow,10.21,FTTP1529020218
AST01484,ACC00418,Broadband,21/12/2024,Active,Birmingham,3.83,BB6256146097
AST01485,ACC00603,Mobile Voice,04/02/2025,Active,Manchester,8.28,MOB6008301098
AST01486,ACC00556,SIP Trunk,23/12/2023,Active,Edinburgh,1.9,SIP6398475569
AST01487,ACC00921,Broadband,23/01/2023,Active,Glasgow,5.39,BB1758089034
AST01488,ACC00008,SIP Trunk,12/01/2023,Active,Birmingham,0.79,SIP8298697520
AST01489,ACC00658,Broadband,23/07/2023,Active,Glasgow,7.95,BB2546662754
AST01490,ACC00003,PSTN Line,07/01/2026,Active,Birmingham,1.81,PSTN2997323979
AST01491,ACC00803,Cloud Voice,22/01/2023,Active,Leeds,2.33,CV5570521016
AST01492,ACC00438,FTTC Broadband,06/09/2023,Active,Manchester,12.38,FTTC4944230909
AST01493,ACC00332,Ethernet Circuit,26/02/2025,Active,Liverpool,13.87,ETH8800394888
AST01494,ACC00998,Cloud Voice,30/10/2025,Active,Manchester,1.31,CV5934891937
AST01495,ACC00039,FTTC Broadband,31/01/2025,Active,Glasgow,5.52,FTTC2877167205
AST01496,ACC00133,Ethernet Circuit,02/11/2025,Active,Birmingham,70.35,ETH5415024412
AST01497,ACC00091,FTTC Broadband,30/06/2024,Active,Leeds,9.21,FTTC9935049534
AST01498,ACC00520,SIP Trunk,04/08/2024,Active,Reading,4.34,SIP6322078088
AST01499,ACC00464,FTTP Broadband,05/10/2023,Active,Edinburgh,14.57,FTTP5123170132
AST01500,ACC00058,FTTP Broadband,14/01/2025,Ceased,Manchester,15.2,FTTP5138780846
AST01501,ACC00505,SD-WAN,01/08/2023,Active,Edinburgh,46.93,SDWAN5076112182
AST01502,ACC00896,PSTN Line,30/03/2025,Active,Glasgow,4.6,PSTN5088698086
AST01503,ACC00943,MPLS Circuit,26/06/2023,Active,Liverpool,30.71,MPLS2837037609
AST01504,ACC00512,FTTP Broadband,06/10/2023,Active,Birmingham,7.09,FTTP8780728222
AST01505,ACC00186,Broadband,24/12/2025,Active,Glasgow,7.63,BB7213658009
AST01506,ACC00432,Mobile Voice,24/02/2023,Active,Manchester,4.31,MOB3097951825
AST01507,ACC00476,SD-WAN,28/01/2025,Active,Reading,35.97,SDWAN5194591969
AST01508,ACC00105,SIP Trunk,20/05/2025,Ceased,Edinburgh,2.16,SIP6541383585
AST01509,ACC00502,FTTC Broadband,20/08/2024,Inactive,Cardiff,7.07,FTTC1038390945
AST01510,ACC00304,PSTN Line,31/01/2025,Active,Liverpool,1.05,PSTN8646760892
AST01511,ACC00366,FTTC Broadband,09/09/2025,Active,Birmingham,7.34,FTTC5044280476
AST01512,ACC00019,MPLS Circuit,12/12/2025,Active,Reading,22.46,MPLS6157995449
AST01513,ACC00979,SIP Trunk,13/07/2024,Active,Glasgow,3.2,SIP9837233097
AST01514,ACC00872,MPLS Circuit,13/12/2025,Active,Liverpool,38.5,MPLS1700063707
AST01515,ACC00925,FTTC Broadband,22/11/2023,Active,Reading,9.94,FTTC4237756858
AST01516,ACC00215,Mobile Voice,13/02/2025,Ceased,Manchester,6.44,MOB2996926454
AST01517,ACC00748,SIP Trunk,20/06/2023,Active,Birmingham,1.58,SIP5923920967
AST01518,ACC00084,Broadband,08/04/2026,Active,Liverpool,4.91,BB1474194722
AST01519,ACC00062,FTTC Broadband,24/10/2025,Active,Bristol,6.85,FTTC7325214241
AST01520,ACC00074,Broadband,12/12/2023,Active,Bristol,10.89,BB7688816764
AST01521,ACC00481,Mobile Voice,28/09/2024,Ceased,London,1.67,MOB5147166560
AST01522,ACC00289,SD-WAN,15/05/2024,Active,Edinburgh,47.06,SDWAN2094362867
AST01523,ACC00459,Broadband,10/06/2023,Active,Reading,5.9,BB5553807991
AST01524,ACC00467,Broadband,18/11/2023,Active,Edinburgh,7.16,BB1640012898
AST01525,ACC00993,SD-WAN,13/06/2025,Inactive,Birmingham,42.91,SDWAN3879095307
AST01526,ACC00791,FTTP Broadband,12/08/2023,Inactive,Birmingham,11.36,FTTP5750526286
AST01527,ACC00392,MPLS Circuit,05/07/2025,Ceased,Reading,22.57,MPLS1961449982
AST01528,ACC00743,SIP Trunk,13/04/2023,Active,Bristol,2.63,SIP3032141622
AST01529,ACC00069,MPLS Circuit,16/11/2023,Active,Liverpool,39.06,MPLS6926083168
AST01530,ACC00649,Broadband,17/03/2023,Active,Birmingham,6.45,BB8080212258
AST01531,ACC00814,SIP Trunk,07/06/2024,Active,Birmingham,1.0,SIP8126778958
AST01532,ACC00371,SD-WAN,02/09/2024,Active,Birmingham,44.15,SDWAN7921590540
AST01533,ACC00147,SIP Trunk,07/03/2026,Ceased,Cardiff,2.81,SIP1550810056
AST01534,ACC00516,Broadband,21/07/2025,Inactive,Birmingham,9.3,BB5485327135
AST01535,ACC00192,FTTP Broadband,06/02/2025,Active,Glasgow,10.39,FTTP7775160602
AST01536,ACC00916,MPLS Circuit,09/02/2026,Active,Glasgow,54.91,MPLS1117348975
AST01537,ACC00924,Broadband,10/02/2024,Active,Cardiff,6.78,BB1795160538
AST01538,ACC00537,PSTN Line,16/04/2024,Active,Cardiff,5.09,PSTN3953608225
AST01539,ACC00717,Cloud Voice,10/05/2023,Active,Edinburgh,0.63,CV6038940875
AST01540,ACC00535,PSTN Line,21/03/2024,Active,Leeds,3.35,PSTN5031595117
AST01541,ACC00931,MPLS Circuit,30/08/2024,Active,Liverpool,53.75,MPLS3577965172
AST01542,ACC00646,Broadband,16/02/2025,Active,Edinburgh,5.32,BB9326117108
AST01543,ACC00609,Mobile Voice,05/01/2024,Active,Glasgow,1.91,MOB5732485177
AST01544,ACC00487,Broadband,16/02/2023,Active,Reading,7.6,BB8811400333
AST01545,ACC00929,SD-WAN,17/08/2025,Active,Edinburgh,50.56,SDWAN9682577959
AST01546,ACC00063,SD-WAN,02/08/2025,Active,Edinburgh,26.12,SDWAN4299422301
AST01547,ACC00539,Cloud Voice,29/01/2025,Active,Leeds,0.58,CV4915860055
AST01548,ACC00548,Ethernet Circuit,07/08/2024,Active,Manchester,66.35,ETH5425572500
AST01549,ACC00905,Cloud Voice,07/09/2023,Inactive,Edinburgh,2.96,CV7119605779
AST01550,ACC00838,SIP Trunk,21/07/2025,Active,Birmingham,2.47,SIP5523806010
AST01551,ACC00847,Broadband,17/03/2023,Inactive,Manchester,2.5,BB8231850342
AST01552,ACC00476,Cloud Voice,02/06/2025,Active,Liverpool,1.45,CV4966019721
AST01553,ACC00199,SD-WAN,07/12/2024,Active,Bristol,49.49,SDWAN2069702854
AST01554,ACC00044,Mobile Voice,03/06/2024,Active,Liverpool,2.48,MOB1874478771
AST01555,ACC00882,FTTP Broadband,28/08/2024,Active,Reading,10.44,FTTP6737616390
AST01556,ACC00244,FTTC Broadband,16/07/2023,Active,Liverpool,3.2,FTTC8327682446
AST01557,ACC00396,SIP Trunk,18/04/2024,Active,London,0.72,SIP3246339279
AST01558,ACC00244,Ethernet Circuit,20/03/2026,Active,Liverpool,69.13,ETH2513179498
AST01559,ACC00001,SD-WAN,26/06/2023,Active,Liverpool,48.83,SDWAN9548733145
AST01560,ACC00281,PSTN Line,22/10/2025,Ceased,London,6.2,PSTN4096955355
AST01561,ACC00747,FTTP Broadband,03/02/2025,Ceased,Leeds,11.31,FTTP2679288233
AST01562,ACC00206,Mobile Voice,08/01/2025,Active,Bristol,2.55,MOB7008454640
AST01563,ACC00518,FTTP Broadband,07/12/2024,Active,Glasgow,10.9,FTTP5628115513
AST01564,ACC00641,Mobile Voice,07/11/2023,Active,Reading,2.98,MOB7375868221
AST01565,ACC00439,SIP Trunk,04/06/2024,Inactive,Reading,4.28,SIP1273381747
AST01566,ACC00823,SIP Trunk,23/05/2025,Active,Birmingham,2.74,SIP8766626381
AST01567,ACC00458,SD-WAN,21/05/2023,Active,Leeds,51.32,SDWAN2286623175
AST01568,ACC00471,PSTN Line,02/02/2026,Inactive,Cardiff,6.05,PSTN5483893720
AST01569,ACC00513,FTTC Broadband,25/08/2024,Active,Liverpool,4.97,FTTC5356278188
AST01570,ACC00970,FTTC Broadband,12/05/2023,Active,Edinburgh,13.27,FTTC3433045898
AST01571,ACC00856,PSTN Line,13/11/2024,Inactive,Leeds,3.42,PSTN2638404118
AST01572,ACC00668,SIP Trunk,10/11/2023,Active,Liverpool,2.81,SIP1365133441
AST01573,ACC00418,SIP Trunk,31/12/2025,Active,Birmingham,1.93,SIP2166392626
AST01574,ACC00061,Ethernet Circuit,06/01/2024,Active,London,40.17,ETH3048490204
AST01575,ACC00625,SD-WAN,26/06/2024,Active,London,48.92,SDWAN9351665823
AST01576,ACC00380,SIP Trunk,17/11/2023,Inactive,Leeds,0.77,SIP9836956880
AST01577,ACC00886,PSTN Line,29/07/2025,Active,Manchester,1.62,PSTN7511654140
AST01578,ACC00448,Cloud Voice,07/10/2025,Active,Liverpool,2.21,CV8416577057
AST01579,ACC00057,PSTN Line,15/09/2025,Active,Manchester,5.92,PSTN6835856842
AST01580,ACC00452,MPLS Circuit,18/02/2026,Active,London,57.9,MPLS8967136279
AST01581,ACC00627,FTTC Broadband,16/07/2023,Active,Cardiff,7.15,FTTC1522227191
AST01582,ACC00306,Broadband,29/01/2026,Active,Reading,7.72,BB8889775795
AST01583,ACC00630,SD-WAN,21/08/2025,Active,Leeds,35.47,SDWAN3160622231
AST01584,ACC00736,Ethernet Circuit,04/06/2023,Active,Reading,21.42,ETH3472342415
AST01585,ACC00266,Ethernet Circuit,17/12/2023,Active,Liverpool,32.85,ETH2841866371
AST01586,ACC00613,Cloud Voice,13/10/2025,Active,Reading,2.71,CV9979716307
AST01587,ACC00393,PSTN Line,25/02/2026,Active,Glasgow,4.97,PSTN4160634276
AST01588,ACC00421,Ethernet Circuit,19/07/2025,Active,London,15.63,ETH4634333197
AST01589,ACC00729,Mobile Voice,12/11/2025,Active,Cardiff,2.3,MOB2313070547
AST01590,ACC00638,Broadband,10/10/2023,Active,London,5.25,BB7402138864
AST01591,ACC00483,MPLS Circuit,31/03/2024,Active,London,16.99,MPLS6904804521
AST01592,ACC00230,FTTC Broadband,15/03/2023,Inactive,Glasgow,5.06,FTTC3301203903
AST01593,ACC00016,SIP Trunk,06/01/2025,Inactive,Leeds,2.4,SIP9470144662
AST01594,ACC00838,Cloud Voice,06/02/2026,Active,Reading,2.55,CV5748365882
AST01595,ACC00977,SIP Trunk,04/01/2023,Active,London,3.66,SIP9402922028
AST01596,ACC00576,Ethernet Circuit,23/12/2024,Active,Birmingham,15.76,ETH3656053913
AST01597,ACC00107,Ethernet Circuit,12/07/2023,Active,Glasgow,54.51,ETH2398953489
AST01598,ACC00325,MPLS Circuit,20/04/2023,Active,Reading,47.18,MPLS7386038458
AST01599,ACC00489,SD-WAN,21/11/2025,Inactive,Edinburgh,24.55,SDWAN8401739086
AST01600,ACC00893,FTTP Broadband,21/08/2024,Active,Bristol,12.28,FTTP9415435000
AST01601,ACC00738,Cloud Voice,10/02/2024,Active,Manchester,2.53,CV7351493420
AST01602,ACC00432,MPLS Circuit,06/01/2023,Active,Edinburgh,46.51,MPLS4568094097
AST01603,ACC00209,SIP Trunk,09/01/2024,Active,Leeds,2.53,SIP7535609385
AST01604,ACC00070,Mobile Voice,15/04/2024,Active,Cardiff,2.26,MOB1863416131
AST01605,ACC00414,Cloud Voice,13/02/2023,Ceased,Manchester,2.93,CV9577147683
AST01606,ACC00958,SD-WAN,19/02/2023,Active,London,33.68,SDWAN9056027689
AST01607,ACC00918,SD-WAN,21/10/2023,Active,Cardiff,9.47,SDWAN6771519694
AST01608,ACC00558,PSTN Line,13/10/2025,Ceased,Birmingham,1.08,PSTN3242978273
AST01609,ACC00111,Broadband,08/05/2025,Active,London,9.03,BB6709432425
AST01610,ACC00285,Mobile Voice,03/10/2025,Active,Liverpool,2.69,MOB2412016611
AST01611,ACC00102,MPLS Circuit,25/11/2023,Active,Glasgow,44.58,MPLS7089668419
AST01612,ACC00811,PSTN Line,09/08/2025,Active,Manchester,4.43,PSTN4928641927
AST01613,ACC00322,MPLS Circuit,26/07/2023,Active,Cardiff,17.74,MPLS8490293456
AST01614,ACC00352,SIP Trunk,28/01/2024,Active,Liverpool,2.12,SIP3487219560
AST01615,ACC00367,FTTP Broadband,06/03/2023,Active,Manchester,14.43,FTTP3095237646
AST01616,ACC00681,SD-WAN,28/08/2023,Active,Edinburgh,52.1,SDWAN4736845594
AST01617,ACC00131,PSTN Line,26/06/2024,Active,Leeds,2.94,PSTN7008763905
AST01618,ACC00012,Cloud Voice,02/04/2026,Ceased,Glasgow,2.11,CV4406963876
AST01619,ACC00104,FTTP Broadband,21/01/2026,Ceased,Cardiff,4.9,FTTP2281054673
AST01620,ACC00112,PSTN Line,02/04/2023,Active,Leeds,3.88,PSTN8581534558
AST01621,ACC00381,FTTC Broadband,16/11/2024,Active,London,8.71,FTTC9134440461
AST01622,ACC00816,PSTN Line,06/10/2023,Active,Birmingham,4.73,PSTN5188628483
AST01623,ACC00670,FTTP Broadband,24/01/2026,Active,London,10.45,FTTP1558677538
AST01624,ACC00652,MPLS Circuit,01/07/2024,Active,Manchester,58.93,MPLS8885835256
AST01625,ACC00489,SD-WAN,22/12/2023,Active,London,52.03,SDWAN8662684758
AST01626,ACC00812,Cloud Voice,16/07/2025,Active,Manchester,2.76,CV8148407523
AST01627,ACC00230,SIP Trunk,06/09/2024,Active,Leeds,3.44,SIP5691428880
AST01628,ACC00346,SD-WAN,06/04/2025,Active,London,27.93,SDWAN2757720467
AST01629,ACC00228,Mobile Voice,10/12/2025,Active,Liverpool,5.06,MOB7472091280
AST01630,ACC00953,Broadband,13/06/2024,Active,Glasgow,3.56,BB1606504863
AST01631,ACC00389,MPLS Circuit,29/10/2025,Ceased,Leeds,17.77,MPLS8902999418
AST01632,ACC00260,Mobile Voice,05/02/2025,Active,Glasgow,2.51,MOB3810739781
AST01633,ACC00367,Cloud Voice,03/08/2023,Active,Reading,3.18,CV7810203389
AST01634,ACC00206,Ethernet Circuit,06/05/2024,Active,Bristol,44.33,ETH4678192535
AST01635,ACC00737,Cloud Voice,22/06/2025,Active,Reading,2.0,CV5074627494
AST01636,ACC00725,Cloud Voice,30/03/2023,Active,Birmingham,0.95,CV8651936304
AST01637,ACC00143,PSTN Line,24/10/2024,Inactive,Bristol,3.32,PSTN7359254163
AST01638,ACC00116,Broadband,11/09/2025,Active,Manchester,10.96,BB5198033770
AST01639,ACC00276,Ethernet Circuit,13/07/2025,Active,Bristol,42.0,ETH1383623920
AST01640,ACC00940,Broadband,09/10/2023,Ceased,Glasgow,6.47,BB9753843335
AST01641,ACC00719,Mobile Voice,23/04/2024,Active,London,3.27,MOB4664864153
AST01642,ACC00971,MPLS Circuit,12/01/2025,Active,Edinburgh,37.29,MPLS4790214824
AST01643,ACC00710,Mobile Voice,12/03/2023,Inactive,Bristol,3.62,MOB9589436537
AST01644,ACC00657,FTTP Broadband,18/01/2023,Active,Bristol,5.01,FTTP5747146558
AST01645,ACC00417,FTTC Broadband,12/01/2026,Active,Edinburgh,6.28,FTTC2453868957
AST01646,ACC00779,FTTC Broadband,24/10/2025,Active,Cardiff,7.05,FTTC6047670874
AST01647,ACC00712,FTTP Broadband,06/08/2024,Active,Glasgow,12.59,FTTP8884387164
AST01648,ACC00070,SD-WAN,23/10/2024,Active,Reading,17.73,SDWAN4213837164
AST01649,ACC00031,SD-WAN,22/11/2025,Active,Glasgow,21.43,SDWAN7826252749
AST01650,ACC00757,Mobile Voice,11/03/2026,Active,Glasgow,5.91,MOB6654948515
AST01651,ACC00460,Mobile Voice,08/10/2025,Active,Birmingham,4.05,MOB5899135626
AST01652,ACC00567,MPLS Circuit,26/04/2023,Active,Bristol,49.61,MPLS8179276015
AST01653,ACC00592,Broadband,08/07/2023,Active,Leeds,3.43,BB3740613954
AST01654,ACC00487,PSTN Line,22/12/2025,Active,Manchester,2.61,PSTN8995366973
AST01655,ACC00978,MPLS Circuit,30/11/2024,Active,Cardiff,31.59,MPLS8424326504
AST01656,ACC00001,MPLS Circuit,21/01/2023,Active,Leeds,39.97,MPLS4630632511
AST01657,ACC00611,SD-WAN,06/01/2025,Active,Manchester,31.83,SDWAN8741604262
AST01658,ACC00931,Cloud Voice,07/12/2024,Inactive,London,1.61,CV5876835372
AST01659,ACC00079,PSTN Line,28/03/2025,Active,Manchester,3.21,PSTN5272908386
AST01660,ACC00389,Cloud Voice,24/01/2025,Active,Reading,1.52,CV2179785883
AST01661,ACC00181,SD-WAN,22/09/2023,Active,Edinburgh,51.54,SDWAN3913498456
AST01662,ACC00083,Mobile Voice,16/04/2025,Active,Edinburgh,6.62,MOB5890781590
AST01663,ACC00418,MPLS Circuit,30/03/2026,Active,London,41.66,MPLS1748389380
AST01664,ACC00940,MPLS Circuit,23/01/2025,Active,Glasgow,30.51,MPLS3721142686
AST01665,ACC00654,MPLS Circuit,25/03/2026,Ceased,Cardiff,39.88,MPLS4151183600
AST01666,ACC00351,PSTN Line,03/01/2025,Active,Glasgow,4.17,PSTN6195090855
AST01667,ACC00978,Broadband,11/10/2025,Ceased,Manchester,2.37,BB9827504624
AST01668,ACC00112,Broadband,31/08/2024,Active,Bristol,3.14,BB5128799795
AST01669,ACC00738,Mobile Voice,29/01/2025,Active,Manchester,4.75,MOB2631238342
AST01670,ACC00823,FTTP Broadband,16/03/2023,Ceased,Leeds,7.47,FTTP1619422917
AST01671,ACC00281,Mobile Voice,16/03/2024,Active,Edinburgh,2.43,MOB4149295613
AST01672,ACC00515,Broadband,15/03/2025,Active,Bristol,11.06,BB8336440549
AST01673,ACC00777,Broadband,03/01/2025,Active,Bristol,2.09,BB2191864858
AST01674,ACC00236,MPLS Circuit,25/08/2025,Active,Birmingham,61.6,MPLS7663430104
AST01675,ACC00474,FTTP Broadband,02/09/2024,Active,Liverpool,5.7,FTTP9478969091
AST01676,ACC00712,FTTP Broadband,29/10/2023,Active,Edinburgh,7.16,FTTP6948201138
AST01677,ACC00743,MPLS Circuit,26/08/2023,Active,Glasgow,34.37,MPLS2667257569
AST01678,ACC00321,Ethernet Circuit,08/08/2024,Active,Leeds,61.36,ETH7187746877
AST01679,ACC00158,PSTN Line,09/08/2023,Active,Glasgow,3.68,PSTN4727946375
AST01680,ACC00554,Ethernet Circuit,04/06/2023,Active,Liverpool,20.65,ETH8048533609
AST01681,ACC00614,SIP Trunk,17/07/2024,Inactive,Edinburgh,3.48,SIP5913498954
AST01682,ACC00182,PSTN Line,26/06/2024,Ceased,London,1.94,PSTN7210711370
AST01683,ACC00076,Ethernet Circuit,28/12/2025,Active,Edinburgh,44.46,ETH2922998361
AST01684,ACC00429,FTTP Broadband,27/11/2023,Active,Leeds,10.16,FTTP4261168901
AST01685,ACC00678,Mobile Voice,24/02/2023,Active,Bristol,1.99,MOB5330051120
AST01686,ACC00792,MPLS Circuit,27/04/2024,Ceased,Glasgow,50.67,MPLS3334425045
AST01687,ACC00832,Broadband,13/08/2025,Active,Bristol,8.16,BB1112048812
AST01688,ACC00473,SIP Trunk,15/11/2023,Active,Birmingham,4.58,SIP7171944411
AST01689,ACC00282,SIP Trunk,26/11/2023,Inactive,London,4.84,SIP8677156587
AST01690,ACC00674,Ethernet Circuit,08/03/2023,Active,Cardiff,29.06,ETH4945329651
AST01691,ACC00009,Ethernet Circuit,21/08/2024,Active,Birmingham,57.65,ETH9850809992
AST01692,ACC00232,PSTN Line,09/07/2025,Active,Reading,2.85,PSTN6626375442
AST01693,ACC00915,MPLS Circuit,03/12/2024,Active,Glasgow,13.07,MPLS4695006048
AST01694,ACC00394,PSTN Line,26/06/2023,Ceased,Birmingham,3.08,PSTN8320968383
AST01695,ACC00991,Ethernet Circuit,22/05/2023,Active,Reading,51.45,ETH5292368202
AST01696,ACC00636,SD-WAN,12/11/2023,Active,Manchester,36.5,SDWAN3591743577
AST01697,ACC00376,SD-WAN,14/03/2025,Active,Edinburgh,42.01,SDWAN2317765747
AST01698,ACC00283,FTTC Broadband,23/04/2025,Active,Liverpool,6.34,FTTC6624234135
AST01699,ACC00098,SIP Trunk,02/05/2025,Active,Cardiff,1.56,SIP9490677835
AST01700,ACC00186,SIP Trunk,30/08/2023,Active,Birmingham,1.35,SIP2893041311
AST01701,ACC00478,SD-WAN,08/09/2023,Active,Liverpool,39.58,SDWAN4893734904
AST01702,ACC00378,MPLS Circuit,12/11/2023,Active,Birmingham,33.52,MPLS4966418144
AST01703,ACC00997,FTTP Broadband,11/01/2026,Inactive,Manchester,6.19,FTTP7041689450
AST01704,ACC00825,PSTN Line,19/01/2025,Active,Bristol,2.48,PSTN5327994355
AST01705,ACC00292,SIP Trunk,04/04/2023,Ceased,Manchester,0.7,SIP9215986480
AST01706,ACC00062,FTTC Broadband,18/09/2024,Active,Leeds,5.91,FTTC6234535353
AST01707,ACC00497,SIP Trunk,26/07/2023,Active,Birmingham,3.54,SIP1063961828
AST01708,ACC00530,PSTN Line,20/03/2026,Active,Birmingham,5.36,PSTN1060930256
AST01709,ACC00890,SD-WAN,10/04/2025,Active,Bristol,29.2,SDWAN8776645670
AST01710,ACC00773,Ethernet Circuit,28/04/2025,Active,Manchester,62.9,ETH6102929263
AST01711,ACC00882,Ethernet Circuit,01/06/2025,Active,Manchester,31.98,ETH5863298405
AST01712,ACC00987,SIP Trunk,28/08/2024,Active,Leeds,2.74,SIP6504574571
AST01713,ACC00742,FTTP Broadband,05/11/2025,Active,Reading,12.33,FTTP2068046251
AST01714,ACC00996,Mobile Voice,06/05/2023,Active,Edinburgh,6.32,MOB9199024807
AST01715,ACC00035,PSTN Line,05/03/2024,Active,Glasgow,6.24,PSTN4199967606
AST01716,ACC00972,SD-WAN,24/12/2023,Active,Birmingham,12.61,SDWAN5286277876
AST01717,ACC00055,Mobile Voice,24/03/2023,Active,Birmingham,7.4,MOB6533117658
AST01718,ACC00158,Cloud Voice,23/05/2023,Active,Glasgow,3.15,CV9383079661
AST01719,ACC00796,Cloud Voice,14/04/2024,Active,Leeds,0.91,CV9705095571
AST01720,ACC00967,SIP Trunk,29/05/2023,Active,Bristol,1.85,SIP7054878003
AST01721,ACC00533,Ethernet Circuit,19/09/2025,Active,Bristol,57.72,ETH4776512484
AST01722,ACC00095,SIP Trunk,06/04/2025,Active,Birmingham,3.59,SIP5815594701
AST01723,ACC00617,PSTN Line,28/05/2024,Active,Bristol,6.17,PSTN8198546206
AST01724,ACC00984,FTTP Broadband,07/02/2023,Active,Birmingham,3.68,FTTP2612788134
AST01725,ACC00228,Cloud Voice,13/10/2024,Ceased,Cardiff,0.62,CV9070814484
AST01726,ACC00274,Cloud Voice,09/06/2025,Active,Liverpool,1.06,CV4844162091
AST01727,ACC00567,FTTC Broadband,03/08/2024,Active,Edinburgh,6.45,FTTC4884385264
AST01728,ACC00786,SD-WAN,11/01/2026,Active,Leeds,46.08,SDWAN2063040370
AST01729,ACC00743,SD-WAN,29/03/2023,Active,Manchester,25.35,SDWAN1154295157
AST01730,ACC00070,MPLS Circuit,26/05/2023,Ceased,Edinburgh,36.58,MPLS5101081390
AST01731,ACC00653,Ethernet Circuit,04/07/2025,Active,Leeds,32.82,ETH7835143513
AST01732,ACC00452,PSTN Line,01/08/2023,Active,London,2.74,PSTN9411383184
AST01733,ACC00946,FTTP Broadband,25/06/2024,Active,Bristol,4.2,FTTP3472084568
AST01734,ACC00189,Mobile Voice,13/01/2026,Active,Liverpool,7.86,MOB8182058122
AST01735,ACC00577,PSTN Line,21/08/2025,Active,Liverpool,1.01,PSTN6224561846
AST01736,ACC00382,FTTP Broadband,11/07/2024,Ceased,Reading,8.03,FTTP2726866428
AST01737,ACC00478,FTTP Broadband,15/06/2025,Ceased,Liverpool,13.63,FTTP6955831868
AST01738,ACC00546,FTTC Broadband,27/01/2025,Active,London,6.86,FTTC3098173808
AST01739,ACC00862,Broadband,13/07/2023,Active,Cardiff,5.44,BB8471769882
AST01740,ACC00605,SIP Trunk,06/06/2023,Inactive,Birmingham,4.36,SIP9380878524
AST01741,ACC00068,FTTC Broadband,28/09/2025,Active,Cardiff,5.63,FTTC8808796338
AST01742,ACC00721,FTTC Broadband,22/09/2023,Ceased,Birmingham,7.98,FTTC2174230222
AST01743,ACC00244,FTTC Broadband,19/07/2025,Inactive,Edinburgh,10.92,FTTC1560921224
AST01744,ACC00261,Broadband,26/12/2025,Active,Bristol,9.09,BB1033469406
AST01745,ACC00933,FTTP Broadband,07/01/2025,Inactive,Edinburgh,5.14,FTTP6115335369
AST01746,ACC00901,FTTP Broadband,06/12/2024,Inactive,Birmingham,13.59,FTTP9632206536
AST01747,ACC00201,PSTN Line,01/02/2026,Inactive,Glasgow,1.56,PSTN2990664063
AST01748,ACC00111,SD-WAN,29/02/2024,Active,Reading,35.42,SDWAN6827403926
AST01749,ACC00663,Cloud Voice,27/02/2026,Ceased,Liverpool,2.54,CV1642906210
AST01750,ACC00124,Ethernet Circuit,04/05/2024,Active,London,36.08,ETH4389965003
AST01751,ACC00834,Ethernet Circuit,23/08/2023,Active,Reading,17.34,ETH1705620117
AST01752,ACC00587,PSTN Line,20/05/2025,Active,Manchester,5.52,PSTN2211996517
AST01753,ACC00482,FTTP Broadband,10/06/2025,Ceased,Cardiff,5.6,FTTP5818382606
AST01754,ACC00812,FTTP Broadband,06/09/2023,Active,Cardiff,8.86,FTTP4880487353
AST01755,ACC00760,MPLS Circuit,14/02/2024,Active,Manchester,52.37,MPLS4906316704
AST01756,ACC00335,Ethernet Circuit,16/12/2025,Active,Bristol,24.02,ETH8424027438
AST01757,ACC00018,MPLS Circuit,09/09/2023,Active,London,39.58,MPLS4940302055
AST01758,ACC00352,FTTC Broadband,18/03/2023,Active,Glasgow,3.02,FTTC7962187384
AST01759,ACC00727,Cloud Voice,17/10/2024,Active,Cardiff,3.06,CV1650404186
AST01760,ACC00303,Mobile Voice,08/04/2026,Active,Bristol,1.55,MOB1968612798
AST01761,ACC00400,SD-WAN,23/05/2025,Active,Cardiff,48.25,SDWAN2327452563
AST01762,ACC00468,Cloud Voice,25/01/2026,Active,Bristol,0.54,CV3260013990
AST01763,ACC00597,PSTN Line,05/10/2025,Inactive,Liverpool,2.79,PSTN3933232476
AST01764,ACC00781,Cloud Voice,28/08/2025,Active,Manchester,1.14,CV9937543391
AST01765,ACC00849,PSTN Line,06/05/2024,Active,Birmingham,5.04,PSTN2189594145
AST01766,ACC00876,SIP Trunk,11/01/2023,Active,Manchester,4.7,SIP4721772220
AST01767,ACC00791,FTTC Broadband,17/06/2024,Active,Edinburgh,10.97,FTTC3026716944
AST01768,ACC00691,FTTP Broadband,14/08/2024,Active,Birmingham,5.9,FTTP7888274508
AST01769,ACC00846,FTTP Broadband,03/03/2025,Active,Bristol,6.64,FTTP1627099799
AST01770,ACC00118,FTTP Broadband,12/07/2025,Active,Cardiff,2.69,FTTP3030136743
AST01771,ACC00208,Mobile Voice,27/02/2025,Active,Liverpool,8.09,MOB6094734484
AST01772,ACC00437,PSTN Line,30/01/2025,Active,Birmingham,6.08,PSTN2182728056
AST01773,ACC00693,Mobile Voice,05/10/2023,Active,Bristol,5.82,MOB5122795604
AST01774,ACC00892,Cloud Voice,06/09/2025,Active,Manchester,2.7,CV9382967525
